source,confidence,target,sign
CREB1,A,PDGFRA,-1
NR3C1,A,ESR1,-1
THRA,A,CYP3A4,1
NFKB,A,PRF1,1
NFKB1,A,PRF1,1
RELA,A,PRF1,1
SP1,A,CDKN2A,1
TP53,A,APP,1
AP1,A,CYP1A2,1
FOS,A,CYP1A2,1
JUN,A,CYP1A2,1
RREB1,A,FSHR,1
ZNF202,A,FSHR,-1
YY1,A,HOXB4,1
HOXB4,A,NFY,1
ESR1,A,RGN,1
ESR1,A,U2AF1,1
NFKB,A,SYTL1,1
SP1,A,DKC1,1
CREB1,A,FOS,1
MEF2A,A,RHD,1
ESR1,A,CAV1,-1
ESR2,A,CAV1,1
IRF5,A,CCL1,1
IRF5,A,CCL5,1
NFAT5,A,HSPA1B,1
PHF5A,A,SMARCB1,1
NCOR2,A,CYP1A1,-1
AR,A,FGF8,1
AR,A,TYRP1,1
POU2F1,A,ITGAX,-1
POU2F1,A,ITGB2,-1
POU2F1,A,VCAM1,-1
ETS1,A,CCNG1,1
ETS1,A,PERP,1
MSX2,A,BGLAP,-1
RELA,A,CAMK4,1
PITX1,A,FSHB,1
CREB1,A,CYP51A1,1
SP1,A,CYP51A1,1
TFAP2A,A,RAD21,1
TFAP2C,A,RAD21,1
RARA,A,IL1B,1
STAT3,A,CCND1,1
MAF,A,NQO1,1
MAFG,A,CRYZ,-1
MAFG,A,NQO1,-1
MAFK,A,CRYZ,-1
MAFK,A,NQO1,-1
MAF,A,GSTK1,1
TP53,A,NQO1,1
SMAD1,A,BGLAP,1
POU2F1,A,CSN2,1
STAT5B,A,HP,1
HIF1A,A,CA9,1
CUX1,A,CA9,-1
NKX2-1,A,SCGB1A1,1
ATF3,A,TP53,-1
PAX3,A,SFTPB,1
SMAD3,A,SFTPB,-1
SNAI1,A,MUC1,-1
ZEB1,A,MUC1,-1
SNAI1,A,ZEB1,1
ESR1,A,CRH,-1
ESR2,A,CRH,-1
JUN,A,GADD45B,1
NFKB,A,GADD45B,1
NFKB1,A,GADD45B,1
RELA,A,GADD45B,1
HOXA5,A,IGFBP1,1
TP53,A,SLC6A6,-1
NCOA1,A,CXCL8,1
NCOA1,A,TNF,1
IRF1,A,IL17A,1
NFKB,A,IL17A,1
AP1,A,PRDM1,1
BCL6,A,PRDM1,-1
PRDM1,A,PRDM1,-1
TP53,A,ERVK-11,1
AR,A,PA2G4,1
PLAG1,A,PA2G4,1
VDR,A,CYP3A4,1
JDP2,A,S100A9,-1
ZNF316,A,S100A9,-1
ZNF316,A,TRIM28,-1
TP53,A,NFY,1
ZNF699,A,CHMP4A,-1
ZNF236,A,ADH1B,1
ID3,A,NPTX1,-1
MYOD1,A,NPTX1,1
ZNF384,A,NPTX1,1
NR2C2,A,MAP2K7,1
NR2C2,A,MAPK8,1
POU1F1,A,FGFR4,1
SP1,A,AGXT,1
TFAP2A,A,AGXT,1
TFAP2A,A,PRKACA,1
SP1,A,CREBBP,1
TFAP2A,A,CREBBP,1
TFAP2A,A,SP1,1
SP1,A,OPRK1,1
MYB,A,AMY2A,1
FOXO1,A,FASLG,1
ELF1,A,TSC1,1
NR1H2,A,TP53,1
FOS,A,MDM2,1
NKX3-1,A,FOS,-1
NKX3-1,A,MDM2,-1
KLF10,A,SMAD7,-1
NFKB,A,CDK9,1
DNMT1,A,ABCB1,-1
ESR1,A,ABCB1,1
ESR2,A,ABCB1,1
SP3,A,CSNK2A1,-1
NR1H3,A,PLTP,1
TEF,A,CAD,1
NFKBIA,A,MST1R,1
CEBPG,A,CXCL8,1
CEBPG,A,TNF,1
ESRRA,A,ACADM,1
ESRRG,A,ACADM,1
JUND,A,TH,1
MEF2C,A,PPARGC1A,1
HNF4A,A,NRCAM,1
RNF2,A,HOXB9,-1
RNF2,A,CBX2,-1
HNF4A,A,HAMP,1
CEBPA,A,HAMP,1
CEBPG,A,HAMP,1
CEBPB,A,AXIN1,1
CEBPB,A,FGFR1,1
CEBPB,A,HLA-E,1
TP73,A,RBL2,1
KLF4,A,GSTP1,-1
KLF5,A,GSTP1,-1
SPI1,A,GCK,1
ONECUT1,A,GCK,1
NFKB,A,TNFAIP3,1
YBX1,A,UTS2R,1
SP1,A,IFITM3,1
TFAP2A,A,IVL,1
TFAP2A,A,KRT14,1
TFAP2C,A,EGFR,1
TFAP2C,A,IVL,1
TFAP2C,A,KRT14,1
NR5A1,A,CGA,1
JUND,A,EGF,1
ZEB1,A,BGLAP,-1
GATA1,A,HBB,1
NFKB,A,SOCS1,1
NFKB,A,CFB,1
NFKBIA,A,NOD2,1
RELA,A,NOD2,1
NFKB1,A,NOD2,1
NFKB,A,NOD2,1
ATF2,A,TH,1
ATF3,A,REG1B,-1
SP1,A,TOP2B,1
MBD2,A,PLAU,1
NFKB,A,CASP4,1
STAT1,A,CASP4,1
CREM,A,VDR,-1
NR0B2,A,ABCA1,-1
NR0B2,A,NR1H3,-1
NR0B2,A,ABCG1,-1
PAX2,A,ROBO3,1
STAT5A,A,ACACA,1
TCF3,A,RALGAPA1,1
AP1,A,LOR,1
CREB1,A,LOR,-1
TFAP2A,A,LOR,1
JUN,A,LOR,1
JUNB,A,LOR,-1
SP1,A,LOR,1
SP3,A,LOR,-1
JUN,A,NUP214,1
SP3,A,CREBBP,-1
AP1,A,SPP1,1
MECOM,A,ZBTB16,1
POU4F1,A,CDKN1A,1
NKX3-1,A,BAX,-1
POU4F1,A,BAX,-1
SOX9,A,SRY,1
TBPL1,A,MC1R,1
HIF1A,A,BCL2,1
SREBF1,A,UCP2,1
SMAD3,A,FN1,1
SMAD7,A,FN1,1
ESR2,A,VEGFA,1
FOS,A,NOTCH2,1
FOSL1,A,NOTCH2,1
NFKB,A,STAT5A,1
CREB1,A,GSTP1,1
FOS,A,COL10A1,1
TCF3,A,COL10A1,1
NFKB,A,MUC1,1
RELA,A,MUC1,1
TWIST1,A,POSTN,1
MYC,A,CD40,1
BHLHE22,A,PAX6,-1
NR1I2,A,MMP9,1
NR1I2,A,NRP1,1
MEF2D,A,CD14,1
SP1,A,CD14,1
MEF2A,A,CD14,1
NR0B1,A,CYP2B6,-1
WT1,A,CYP19A1,-1
WT1,A,CYP2B6,1
ATF2,A,EBP,1
ATF2,A,EYA1,1
JUN,A,EBP,1
JUN,A,EYA1,1
ATF2,A,CEBPB,1
JUN,A,CEBPB,1
FOXM1,A,AFP,-1
RFXANK,A,ATP9A,1
HIF1A,A,LEP,1
ARNT,A,LEP,1
CRX,A,BANF1,1
PPARG,A,IL6,-1
MAFB,A,NPHS2,1
SFPQ,A,CYP11A1,1
SFPQ,A,CYP2B6,1
SFPQ,A,IGF1,1
THRA,A,LARGE1,1
THRA,A,THRA,1
NFKB1,A,IRF4,1
NFKB,A,IL1A,1
MITF,A,TPH1,1
SP1,A,BMP2,1
T,A,MAPK1,1
HNF1B,A,AKR1C4,1
REST,A,TAC1,-1
CEBPD,A,A2M,1
STAT1,A,COL2A1,1
STAT1,A,JAK2,1
CDX2,A,HBEGF,1
NFKB,A,EPO,1
GTF3A,A,EPO,1
PITX1,A,PRL,1
MYC,A,OPRK1,1
USF1,A,IL1B,-1
USF1,A,NOS2,-1
USF2,A,IL1B,-1
USF2,A,NOS2,-1
JUN,A,MEN1,1
JUND,A,MAPK1,1
JUND,A,MAPK8,1
TFAP2A,A,SLC19A1,1
NR4A3,A,PSEN2,1
SSRP1,A,TGFB1,1
MYOD1,A,NF1,1
NKX2-5,A,NF1,1
TFAP4,A,NF1,1
SP3,A,SERPINH1,-1
NFE2L2,A,SLC7A11,1
EGR1,A,LDLR,1
CEBPB,A,LDLR,1
CREB1,A,LDLR,1
USF1,A,SERPINE1,1
ESR1,A,TNF,1
STAT1,A,POMC,1
TP53,A,MIF,1
MYOD1,A,MSTN,1
IRF3,A,ASIP,1
IRF3,A,IFNA5,1
IRF7,A,IFNA5,1
PITX1,A,IFNA5,-1
IRF3,A,IFNA4,1
PITX1,A,IFNA4,1
MEF2A,A,HP,1
SPI1,A,PRL,1
TP53,A,XPC,1
ZBTB16,A,GP1BA,-1
ZBTB16,A,GP9,-1
ZBTB16,A,MPL,-1
CDX1,A,WNT2,1
NR2C2,A,MAP3K14,1
SPI1,A,CCL5,1
SPI1,A,MAP3K14,1
NR2C2,A,TAB1,1
AP1,A,GAST,1
CEBPB,A,GAST,1
ZBTB17,A,HCFC1,1
ELF1,A,KIR3DL1,1
LEF1,A,RAG2,1
KLF10,A,SMAD2,1
KLF10,A,SMAD3,1
KLF10,A,SMAD4,1
TP53,A,CDX1,1
ZNF91,A,AP3B1,-1
ZKSCAN7,A,AP3B1,-1
CREBZF,A,AP3B1,1
PPARA,A,IL2,1
CREB1,A,MRM3,1
SMAD1,A,ID1,1
SMAD4,A,ID1,1
KLF2,A,ODC1,1
KLF4,A,ODC1,-1
ELF1,A,CD3D,1
NR0B2,A,PCK1,1
SP1,A,FLNA,1
STAT1,A,HSP90B2P,1
FOXO3,A,TNFSF10,1
FOXO1,A,TNFSF10,1
GATA2,A,CYP19A1,1
HR,A,GRIA2,1
SHOX,A,QSOX1,1
HIF1A,A,BHLHE41,1
CEBPB,A,IRF6,1
CEBPB,A,PRKCA,1
CEBPB,A,CSF3,1
NFATC1,A,IL4,1
STAT1,A,IFI27,1
BACH1,A,HMOX1,-1
MAFK,A,HMOX1,-1
MYT1,A,PLP1,1
KLF6,A,IGF1,1
TFAP2D,A,CALB2,1
SP1,A,GP6,1
FLI1,A,GP6,1
GATA1,A,GP6,1
IRF4,A,CCNB1,-1
NFKB,A,IER3,1
REL,A,IER3,1
MYC,A,IER3,-1
NFKB1,A,IER3,1
RELA,A,IER3,1
NFKB1,A,CDX2,1
RELA,A,CDX2,-1
PGR,A,NFKBIA,1
NFKB,A,TNFRSF11B,1
CREB1,A,TNFSF11,-1
SP1,A,TAF7,1
HNF1A,A,SLC17A1,1
ZNF160,A,GPT,-1
ZNF160,A,LCT,-1
E2F2,A,TERT,-1
E2F3,A,TERT,-1
E2F4,A,TERT,-1
E2F5,A,TERT,-1
MAFA,A,INS,1
T,A,CCNT1,1
ARNT,A,CYP1A1,1
FOXA2,A,PTH,1
GATA1,A,PTH,1
NR3C1,A,PTH,1
NFE2L2,A,KEAP1,1
HIF1A,A,NT5E,1
ZNF410,A,MMP1,1
CREB1,A,NOCT,1
ZNF8,A,TGFB1,-1
CREM,A,CREM,-1
TP53,A,FDXR,1
TP63,A,FDXR,1
TP73,A,FDXR,1
JUN,A,SPARC,1
ESR1,A,GRIN2D,1
ESR2,A,GRIN2D,1
STAT4,A,PRF1,1
TP53,A,ATF3,1
ESR1,A,G6PC,1
ELF1,A,SOD3,1
CUX1,A,CD40,-1
NFKB2,A,CD40,1
SSRP1,A,CDKN1A,1
SSRP1,A,MDM2,1
SSRP1,A,MRPL41,1
SSRP1,A,TP63,1
TP63,A,MRPL41,1
TP53,A,MUC2,1
JUN,A,NPM1,1
AP1,A,NPM1,1
NFATC2,A,CD3E,1
TCF3,A,MAPK14,1
TCF3,A,VTN,1
ESRRA,A,NR1D1,1
USF1,A,TFF1,1
USF1,A,TFF2,1
MYC,A,TFF2,1
SP3,A,ADIPOQ,-1
SP1,A,ADIPOQ,1
SP2,A,CDKN1A,1
ONECUT1,A,AFP,1
HIF1A,A,F2,1
NKRF,A,ABCC8,-1
NKRF,A,NOS2,-1
RERE,A,CD34,-1
TEAD1,A,ANKRD1,1
ZBED1,A,MYB,1
DLX4,A,MIA,1
ZBTB17,A,CDKN1A,-1
MYC,A,BBC3,1
JUN,A,COL1A2,1
JUN,A,HP,1
GATA2,A,TSHB,1
HNF1A,A,GSTA1,-1
TP53,A,RPSA,1
ELF4,A,PRF1,1
ETS1,A,PRF1,1
PAX5,A,BLNK,1
AP1,A,EDN3,1
NFKB,A,EDN3,1
STAT1,A,CCL2,1
TEAD4,A,S100B,1
FOXA2,A,SAMHD1,1
YY1,A,MUC1,1
JUN,A,SERPINE1,1
NR3C1,A,HSD11B1,1
AR,A,RPL3,1
POU2F1,A,CCND1,1
RUNX2,A,CDKN1A,-1
ATF1,A,CD44,1
ATF1,A,CIITA,1
ATF1,A,HLA-E,1
NCOR1,A,RARB,-1
TP53,A,INS,1
JUN,A,PRKG1,1
TCF3,A,NPPA,1
LBX1,A,NPPA,1
CEBPB,A,CHAT,1
MYB,A,CHAT,1
STAT3,A,BIRC5,1
NFKB,A,CRP,1
PPARA,A,CRP,-1
HIF1A,A,ABL1,1
HIF1A,A,BCR,1
ZNF148,A,ITGAM,-1
ZNF354C,A,NEUROD1,-1
BCL11A,A,PRTN3,-1
ZBTB22,A,AMY2A,1
ZBTB22,A,ZBTB22,1
GCM1,A,ERVW-1,1
KAT6B,A,MYBL2,1
MAF,A,MORF4L1,1
SSRP1,A,MYBL2,1
BHLHE40,A,ARNTL,-1
BHLHE40,A,CLOCK,-1
BHLHE40,A,PER1,-1
BHLHE41,A,ARNTL,-1
BHLHE41,A,CLOCK,-1
BHLHE41,A,PER1,-1
DLX5,A,AHSG,1
AR,A,PECR,1
ESR1,A,PECR,1
SOX9,A,COL9A1,1
NR1H4,A,NELFE,1
BCL6,A,SIRT1,-1
TP53,A,BID,1
TP53,A,PTTG1,-1
SP1,A,PTTG1,1
NFKB,A,CXCL9,1
STAT1,A,CXCL9,1
STAT1,A,TNF,1
STAT1,A,CREBBP,1
NR2F1,A,CAMK4,-1
NCOA1,A,PSEN2,1
NCOA2,A,PSEN2,1
GSX1,A,GSX1,1
EGR1,A,RET,1
SSRP1,A,BCL2,1
KLF6,A,KRT12,1
ELF3,A,TIMP3,1
REL,A,SELE,1
AP1,A,SELE,1
MEF2C,A,NPPA,1
CEBPG,A,SAA1,1
HNRNPK,A,SPN,1
SMAD2,A,NOS3,1
RFX1,A,MAP1A,-1
STAT5B,A,MT-ND1,1
E2F2,A,CDC6,1
E2F3,A,CDC6,1
YY1,A,CDC6,1
E2F1,A,CDC6,1
HIF1A,A,NPPA,1
SSRP1,A,NPPA,1
TP53,A,T,1
ATF3,A,PFDN4,-1
ATF3,A,RBBP7,-1
BCL6,A,PFDN4,-1
BCL6,A,RBBP7,-1
BCL6,A,ARID1B,-1
KAT7,A,CCNE1,1
ATF1,A,JUN,1
ELF3,A,CCL20,1
SP1,A,CCL20,1
FOXO1,A,SLC2A4,1
PAX3,A,SLC2A4,1
NFKBIA,A,BIRC3,1
NFKBIA,A,C4B,1
REL,A,BIRC3,1
REL,A,C4B,1
TCF3,A,RAG2,1
REST,A,PRLHR,-1
IRF1,A,IL12B,-1
DNMT1,A,MT1A,-1
DNMT3A,A,MT1A,-1
MYC,A,MXD4,1
ZBTB17,A,MXD4,1
SP3,A,ERVK-6,-1
SP3,A,SUMO1,-1
IRF1,A,CDKN1A,1
SP1,A,MAP3K5,1
HES1,A,DBF4,1
SP1,A,DBF4,1
MYC,A,PRKACA,1
EGR1,A,CAMK2A,1
EGR1,A,DRD2,1
EGR1,A,MAP3K1,1
SP1,A,TCL1A,1
SP1,A,ALG3,1
MAF,A,IL12A,1
MAF,A,IL12B,1
NFKB1,A,IL1RN,1
NFKB1,A,LEP,1
NFKB,A,IL1RN,1
NFKB,A,LEP,1
RELA,A,IL1RN,1
RELA,A,LEP,1
SPI1,A,IL1RN,1
MYB,A,SGCG,1
MYBL2,A,SGCG,1
MYB,A,COL1A2,1
MAZ,A,GRIN1,1
SSRP1,A,GRIN1,1
ZNF354C,A,SLC2A4,-1
KLF2,A,PPARG,-1
NFYA,A,CBS,1
THRB,A,TSHR,1
SP3,A,ESR1,-1
STAT5A,A,SGCG,1
NR3C1,A,HSD3B2,1
SMAD4,A,CDKN2B,1
IRF8,A,NOS2,1
ARHGAP35,A,RHOA,-1
FOXN1,A,TP53,1
POU4F1,A,TP53,1
MTA1,A,CAMK4,-1
MTA1,A,MMP9,-1
MTA1,A,SGCG,-1
MYC,A,CAMK4,1
EWSR1,A,BCL2L1,-1
FLI1,A,BCL2L1,1
AP1,A,CSF2,1
FOS,A,CSF2,1
FOS,A,IFNG,1
SPI1,A,GATA2,-1
KLF6,A,ENG,1
EGR1,A,ENG,1
AP1,A,ACE,1
AP1,A,ALAS2,1
FOS,A,ALAS2,1
JUN,A,ALAS2,1
JUND,A,ALAS2,1
GLI3,A,FGF8,1
MYF6,A,MYF6,1
GLI3,A,SHH,1
NFE2L2,A,FTMT,1
SSRP1,A,HBEGF,1
SSRP1,A,PDX1,1
ZGLP1,A,PDX1,1
ZGLP1,A,TNF,1
CUX1,A,CDKN1A,-1
E2F1,A,MYCN,1
E2F2,A,MYCN,1
E2F3,A,MYCN,1
NFKB,A,LBP,1
TP53,A,VCAN,1
ETS1,A,TFRC,-1
TP73,A,APP,1
CEBPG,A,TUBA1A,1
STAT1,A,KLF4,1
POU4F1,A,POU4F1,1
GFI1,A,TCF3,1
TCF3,A,GFI1,1
FOXM1,A,VTN,1
AP1,A,YBEY,1
EHF,A,MMP1,1
TP53,A,INSR,1
WT1,A,RB1,1
WT1,A,SGCG,1
MITF,A,SNAI2,1
NFKB,A,CR2,1
NFKB1,A,CR2,1
ETS2,A,PSEN1,1
TGFB1I1,A,FOS,1
NR5A2,A,SCARB1,1
AP1,A,PGR,1
FOS,A,PGR,1
JUN,A,PGR,-1
AR,A,ENO2,1
POU2F1,A,GNRHR,-1
SP1,A,EREG,1
SP3,A,EREG,1
YBX1,A,COL1A2,1
YBX1,A,IFNG,1
AP1,A,TFPI2,1
LEF1,A,CDX1,1
TCF7L2,A,CDX1,1
E2F4,A,STMN1,1
MYC,A,TIAM1,1
ID1,A,CD79A,-1
CEBPA,A,JUN,-1
DDIT3,A,PDIA3,1
HNF1A,A,FGFR4,1
MYC,A,ID2,1
TP53,A,SFN,1
AP1,A,UCK2,1
TCF3,A,RAP1A,1
TCF3,A,TGFBR2,1
NR4A2,A,EEF1A2,1
NFATC2,A,CDK4,1
KMT2A,A,RRP8,1
KMT2A,A,IGKV1D-22,1
KMT2A,A,KMT2A,1
MAFG,A,HMOX1,1
NFKB,A,AVP,1
NFKB1,A,AVP,1
RELA,A,AVP,1
USF1,A,AVP,1
NR1H3,A,APOC2,1
NR1H4,A,APOE,1
JUN,A,SLC10A2,1
NR0B2,A,SLC10A2,-1
NR5A2,A,SLC10A2,1
FOXO1,A,IL6,1
PPARG,A,CAT,1
EGR1,A,CHGA,1
SP1,A,CHGA,1
NR5A1,A,NOS1,1
NR0B1,A,NOS1,1
PBX1,A,EGF,1
PBX1,A,TRH,1
HIF1A,A,HIF1A-AS2,1
CEBPZ,A,IBSP,1
TCF3,A,IBSP,1
NFKB,A,PLCG2,1
EWSR1,A,CREBBP,-1
CEBPB,A,GNLY,1
SP1,A,RPS3A,1
PLAG1,A,TXN,1
AR,A,TXN,1
RUNX1,A,CD4,-1
RUNX1,A,CD8A,1
HIF1A,A,NAA10,1
EPAS1,A,KDR,1
ETS1,A,KDR,1
SP3,A,SLC9A3,-1
GATA5,A,SLC9A3,1
IRF1,A,GAST,1
NCOR1,A,RB1,-1
HNF4A,A,AR,1
VSX2,A,AR,-1
SP1,A,TBXA2R,1
SPI1,A,TBXA2R,1
TSC22D1,A,CDKN1A,-1
E2F2,A,PCNA,-1
E2F1,A,PCNA,1
NFKB,A,EGFR,1
NFKB1,A,EGFR,1
NFKB2,A,EGFR,1
NR1H3,A,NR1H2,1
NFKB1,A,GDI1,1
NFKB1,A,TNFRSF11A,1
NRG1,A,VEGFC,1
ETV4,A,CCL2,1
SP3,A,MET,-1
TP53,A,KISS1,1
SP1,A,SLC5A5,1
TFAP2A,A,SLC5A5,1
SOX17,A,NFKBIB,1
SOX5,A,NFKBIB,1
SRY,A,NFKBIB,1
ETS1,A,CSF2,1
NCOA2,A,CASP8AP2,1
TCF3,A,PAX5,1
CEBPG,A,LRPAP1,1
CEBPA,A,LRPAP1,1
CEBPB,A,CST8,1
NR1H3,A,FABP6,1
SREBF1,A,FABP6,1
SSRP1,A,FABP6,1
HIF1A,A,TNF,1
IRF1,A,IL4,1
IRF2,A,IL4,1
EPAS1,A,HIF1A,1
SP1,A,HGF,1
STAT1,A,GAST,1
AR,A,FASLG,1
YY1,A,DEK,1
BCL3,A,MMP1,1
NFKB1,A,MMP1,1
MYOD1,A,BARX2,1
MYOG,A,BARX2,1
SRF,A,BARX2,1
FOXO1,A,PDX1,-1
SOX2,A,FGF4,1
POU5F1,A,FGF4,1
HES1,A,IL1B,-1
NFKB,A,PTGDS,1
HES1,A,PTGDS,-1
RUNX2,A,DSPP,1
AP1,A,DMP1,1
FOS,A,DMP1,1
JUN,A,DMP1,1
NEUROG3,A,PLP1,1
NKX3-2,A,NKX3-2,-1
PAX1,A,NKX3-2,1
PAX9,A,NKX3-2,1
TBX5,A,FGF10,1
LITAF,A,FGF10,1
SP1,A,SYP,1
IRF2,A,TRIM63,1
HOXA10,A,IGFBP1,1
USF2,A,TERT,1
TCF21,A,CDKN1A,1
TCF21,A,CKM,1
TCF3,A,CKM,1
HIC1,A,RASSF1,-1
NR1I2,A,SRL,1
NR1I2,A,T,1
ZNF699,A,SRL,-1
ZNF699,A,T,-1
ESR1,A,CBFB,1
ESR1,A,MYH11,1
MYC,A,CBFB,1
MYC,A,MYH11,1
TAF1,A,POLI,1
ID1,A,THBS1,-1
KAT7,A,YWHAQ,1
TP53,A,YWHAQ,1
ZGPAT,A,YBEY,-1
CEBPA,A,CDKN1A,1
TP53,A,MGMT,-1
NR1I2,A,TNFRSF25,1
SPI1,A,UBE4B,1
DNMT1,A,RETN,-1
PPARG,A,RETN,-1
HMGB2,A,T,1
NR4A1,A,SERPINE1,1
NR4A1,A,TNF,-1
ZEB2,A,CDH1,-1
SPI1,A,IGF1R,1
CEBPB,A,HPGDS,1
CEBPG,A,GSTA2,1
CEBPB,A,GSTA2,1
CEBPG,A,PI3,1
SP1,A,LGALS4,1
SP3,A,LGALS4,-1
SP3,A,SP3,-1
FOXA2,A,ONECUT1,1
STAT1,A,MED23,1
GATA6,A,VWF,1
ESR1,A,BMP2,1
ESR2,A,BMP2,1
THRA,A,E2F1,1
PAX3,A,SP1,1
TP53,A,PDP1,1
TP53,A,PPM1A,1
CREBZF,A,FPR2,1
HNF4A,A,CYP3A4,1
HNF4A,A,CASR,1
FOS,A,INS,1
IRF1,A,IL12A,1
NR1H3,A,ANGPTL3,1
CDX2,A,ACAT2,1
NR1H4,A,NISCH,1
SP3,A,SLC19A1,-1
ATF2,A,CYP19A1,1
CEBPA,A,LTF,1
ZNF335,A,COPS2,1
ZNF335,A,CSN2,1
LBX1,A,LBX1,1
PAX3,A,LBX1,1
NR2C2,A,NR2C2,1
CNBP,A,SCAP,-1
CEBPG,A,LEP,1
SMAD3,A,LEP,-1
SMAD3,A,PPARG,-1
FOS,A,TIMP1,1
JUN,A,TIMP1,1
CEBPA,A,UCP1,1
NR0B2,A,FABP6,-1
JUN,A,ABCC3,1
JUN,A,SLC2A2,1
CEBPG,A,ABCC3,1
CEBPG,A,SLC2A2,1
AP1,A,SLC2A2,1
ETV4,A,ZHX1,1
YY1,A,ZHX1,1
ZHX1,A,ZHX1,-1
PAX3,A,HAND1,1
TFAP2A,A,CD82,1
HSF2,A,HSF2,1
USF1,A,HSF2,1
MTA1,A,ESR1,-1
NFKBIA,A,CHUK,1
E2F1,A,ATM,1
EWSR1,A,ID2,-1
ID2,A,CCND1,-1
ATF1,A,ATF1,1
ATF1,A,EWSR1,1
ATF1,A,SH3RF1,-1
EWSR1,A,ATF1,-1
EWSR1,A,SH3RF1,-1
NFKB,A,ABCB1,1
CEBPG,A,IL12B,1
MAZ,A,MMP1,1
MYB,A,EGF,1
MYB,A,ATP9B,1
SP1,A,CYP2E1,1
SSRP1,A,TAZ,1
PGR,A,PAEP,1
STAT5A,A,VIM,1
NR1I2,A,HBB,1
NR1I2,A,IFNB1,1
AR,A,CYP11A1,1
CREB1,A,STAR,1
NONO,A,CYP17A1,1
SFPQ,A,CYP17A1,1
GATA6,A,INHA,1
CREM,A,PRKACA,-1
NRF1,A,CYCS,1
ERF,A,JUN,-1
CEBPZ,A,CDKN1A,1
CEBPZ,A,TP73,1
CEBPB,A,NCAM1,1
PAX6,A,CNTN2,-1
PAX6,A,NCAM1,-1
IRF1,A,PTGS2,1
NFKBID,A,CXCL8,1
AP1,A,CAT,1
SP1,A,CAT,1
SP1,A,MMP1,1
HAND2,A,CIITA,1
HAND2,A,HLA-E,1
NR3C1,A,CYP3A5,1
AR,A,FOLH1,1
PLAG1,A,FOLH1,1
NEUROD1,A,GCK,1
NEUROD1,A,GK,1
NFKB,A,PML,1
CEBPG,A,CYP3A4,1
CEBPA,A,CYP3A4,1
HIF1A,A,CREBBP,1
MBD2,A,CP,1
MBD2,A,DPEP1,1
DNMT1,A,GSTP1,-1
MYC,A,PIAS2,1
IRF1,A,TERT,1
HNF1A,A,SLC10A1,1
STAT5A,A,SLC10A1,1
AHR,A,PTGS2,1
USF1,A,TP53,1
NR1H3,A,REN,1
PPARG,A,LRP1,1
RXRA,A,LRP1,1
MAX,A,SERPINE1,-1
TFEB,A,SERPINE1,1
LEF1,A,BGLAP,-1
MYOD1,A,CTSB,1
YBX1,A,PTPN1,1
ERG,A,COL11A2,1
EWSR1,A,COL11A2,-1
NR1H4,A,PPARA,1
PITX2,A,FSHB,1
PITX2,A,INHBA,1
SMAD3,A,FSHB,1
SMAD4,A,FSHB,1
CREB1,A,NPC1,1
PBX1,A,IGF2,1
SSRP1,A,IGF2,1
SP3,A,PGR,1
SP3,A,LHB,-1
FLI1,A,HBB,1
FLI1,A,KLF1,1
KLF1,A,KLF1,1
KLF1,A,FLI1,1
KLF1,A,GP9,1
RELA,A,CALM1,1
STAT3,A,FAAH,1
EWSR1,A,TNC,1
SIX1,A,PTH2R,1
CDX2,A,MUC2,1
CDX1,A,MUC2,1
OTX2,A,DCT,1
AHR,A,CDH13,1
RUNX1,A,CCL3,1
CEBPA,A,CCL3,1
SP1,A,PROCR,1
SPI1,A,PCK1,1
EWSR1,A,CDKN1A,-1
FLI1,A,CDKN1A,1
ETS2,A,ETS2,1
EGR1,A,IL2,1
NFATC1,A,IL2,1
EGR1,A,ABCA2,1
SP1,A,ABCA2,1
SP3,A,ABCA2,1
SP4,A,ABCA2,1
NEUROD6,A,GAP43,1
NEUROD1,A,GAP43,1
NEUROD6,A,ME1,1
MAX,A,ODC1,1
MXD1,A,ODC1,-1
HNF1A,A,TYR,1
FOXN1,A,GLB1,1
CRX,A,KNTC1,1
NRL,A,PDE6B,1
FIZ1,A,RHO,-1
E2F2,A,ECE1,1
YBX3,A,CDK4,-1
GATA1,A,HBG1,-1
KLF5,A,KLF5,1
EGR1,A,MET,1
TAF1,A,CCND1,1
APEX1,A,REN,1
NRG1,A,EGFR,1
IRX4,A,SLIT1,1
MYC,A,FOS,1
NR0B2,A,CCND1,-1
NR0B2,A,FOS,-1
NR1I2,A,NR1I3,1
YY1,A,CCR5,-1
EGR1,A,TIMP1,1
ZNF362,A,TIMP1,1
PPARA,A,TGFB1,-1
ID1,A,STAT5A,-1
STAT5A,A,ID1,1
CEBPB,A,IL3,1
HR,A,IL3,1
MEF2A,A,MAPK7,1
HAND2,A,RETN,1
HAND2,A,RETNLB,1
STAT6,A,RETN,1
STAT6,A,RETNLB,1
CEBPG,A,RETNLB,1
RELA,A,CD86,1
USF2,A,FASLG,1
AP1,A,ITGAX,1
KLF5,A,B3GNT9,1
SP1,A,IFNG,1
SP1,A,IL12A,1
SP1,A,NRP1,1
MEF2A,A,PPARGC1A,1
MYOG,A,MYOD1,1
ESR2,A,TGFB3,1
CARF,A,CDKN2AIP,1
GTF2I,A,HBB,1
USF2,A,HBB,1
NFKB,A,CDC42,1
SP3,A,PCYT1A,-1
YY1,A,IFNB1,-1
FOXO1,A,LPL,1
